Status,Category,Vendor Record Type,Vendor,Associated Prime Vendor,M/WBE Category,Woman Owned Business,Emerging Business,Agency,Expense Category,Contract ID,Parent Contract ID,Version Number,Contract type,Purpose,Industry, Current Amount , Original Amount ,Start date,End Date,Registration date,Received date,Award Method,APT PIN,PIN
Registered,Expense,Prime Vendor,SID TOOL CO INC,N/A,Non-M/WBE,No ,No ,Police Department,EQUIPMENT GENERAL,DO105620239951316,,1,,,,,,,,,,,1700175/3887218,85717B0183003
Registered,Expense,Prime Vendor,WB MASON CO INC,N/A,Non-M/WBE,No ,No ,Police Department,SUPPLIES + MATERIALS - GENERAL,DO105620239951291,,1,,,,,,,,,,,1500392/4187011,85715B0227001R001
Registered,Expense,Prime Vendor,WB MASON CO INC,N/A,Non-M/WBE,No ,No ,Police Department,SUPPLIES + MATERIALS - GENERAL,DO105620239951292,,1,,,,,,,,,,,1500392/4187011,85715B0227001R001
Registered,Expense,Prime Vendor,TAVA PRODUCTS LLC,N/A,Non-M/WBE,No ,No ,Police Department,SUPPLIES + MATERIALS - GENERAL,DO105620239951215,,1,,,,,,,,,,,1700175/3887203,85717B0183001
Registered,Expense,Prime Vendor,ARGENT ASSOCIATES INC,N/A,Hispanic American,Yes,No ,Police Department,EQUIPMENT GENERAL,DO105620239951318,,1,,,,,,,,,,,1700175/3887211,85717B0183002
Registered,Expense,Prime Vendor,WB MASON CO INC,N/A,Non-M/WBE,No ,No ,Police Department,SUPPLIES + MATERIALS - GENERAL,DO105620239951275,,1,,,,,,,,,,,1500392/4187011,85715B0227001R001
Registered,Expense,Prime Vendor,B & F ELECTRIC MOTORS INC,N/A,Non-M/WBE,No ,No ,Police Department,MAINTENANCE SUPPLIES,DO105620239951293,,1,,,,,,,,,,,1700175/3887226,85717B0183005
Registered,Expense,Prime Vendor,WB MASON CO INC,N/A,Non-M/WBE,No ,No ,Police Department,SUPPLIES + MATERIALS - GENERAL,DO105620239951214,,1,,,,,,,,,,,1500392/4187011,85715B0227001R001
Registered,Expense,Prime Vendor,WB MASON CO INC,N/A,Non-M/WBE,No ,No ,Police Department,SUPPLIES + MATERIALS - GENERAL,DO105620239951319,,1,,,,,,,,,,,1500392/4187011,85715B0227001R001
Registered,Expense,Prime Vendor,WB MASON CO INC,N/A,Non-M/WBE,No ,No ,Police Department,SUPPLIES + MATERIALS - GENERAL,DO105620239951189,,1,,,,,,,,,,,1500392/4187011,85715B0227001R001
Registered,Expense,Prime Vendor,B & F ELECTRIC MOTORS INC,N/A,Non-M/WBE,No ,No ,Police Department,MAINTENANCE SUPPLIES,DO105620239951190,,1,,,,,,,,,,,1700175/3887226,85717B0183005
Registered,Expense,Prime Vendor,FASTENAL COMPANY,N/A,Non-M/WBE,No ,No ,Police Department,SUPPLIES + MATERIALS - GENERAL,DO105620239951207,,1,,,,,,,,,,,1700175/3887225,85717B0183004
Registered,Expense,Prime Vendor,FASTENAL COMPANY,N/A,Non-M/WBE,No ,No ,Police Department,SUPPLIES + MATERIALS - GENERAL,DO105620239951208,,1,,,,,,,,,,,1700175/3887225,85717B0183004
Registered,Expense,Prime Vendor,B & F ELECTRIC MOTORS INC,N/A,Non-M/WBE,No ,No ,Police Department,MAINTENANCE SUPPLIES,DO105620239951191,,1,,,,,,,,,,,1700175/3887226,85717B0183005
Registered,Expense,Prime Vendor,WB MASON CO INC,N/A,Non-M/WBE,No ,No ,Police Department,SUPPLIES + MATERIALS - GENERAL,DO105620239951158,,1,,,,,,,,,,,1500392/4187011,85715B0227001R001
Registered,Expense,Prime Vendor,B & F ELECTRIC MOTORS INC,N/A,Non-M/WBE,No ,No ,Police Department,MAINTENANCE SUPPLIES,DO105620239951193,,1,,,,,,,,,,,1700175/3887226,85717B0183005
Registered,Expense,Prime Vendor,SHI INTERNATIONAL CORP,N/A,Asian American,Yes,No ,Police Department,DATA PROCESSING EQUIPMENT MAINTENANCE,DO105620232004351,,1,,DCMB # 073-22-0060 DTA VMWARE SOLUTIONS & SERVICES,,,,,,,,,,85818O0028001
Registered,Expense,Prime Vendor,WB MASON CO INC,N/A,Non-M/WBE,No ,No ,Police Department,SUPPLIES + MATERIALS - GENERAL,DO105620239951136,,1,,,,,,,,,,,1500392/4187011,85715B0227001R001
Registered,Expense,Prime Vendor,JGL INTERBORO FOOD CORP,N/A,Non-M/WBE,No ,No ,Police Department,DONAT PAT INMATE & DISCHG PRIS,DO105620239951066,,1,,,,,,,,,,,,85722B0192003
Registered,Expense,Prime Vendor,ARGENT ASSOCIATES INC,N/A,Hispanic American,Yes,No ,Police Department,EQUIPMENT GENERAL,DO105620239951121,,1,,,,,,,,,,,1700175/3887211,85717B0183002
Registered,Expense,Prime Vendor,WB MASON CO INC,N/A,Non-M/WBE,No ,No ,Police Department,SUPPLIES + MATERIALS - GENERAL,DO105620239951126,,1,,,,,,,,,,,1500392/4187011,85715B0227001R001
Registered,Expense,Prime Vendor,WB MASON CO INC,N/A,Non-M/WBE,No ,No ,Police Department,SUPPLIES + MATERIALS - GENERAL,DO105620239951082,,1,,,,,,,,,,,1500392/4187011,85715B0227001R001
Registered,Expense,Prime Vendor,WB MASON CO INC,N/A,Non-M/WBE,No ,No ,Police Department,SUPPLIES + MATERIALS - GENERAL,DO105620239951079,,1,,,,,,,,,,,1500392/4187011,85715B0227001R001
Registered,Expense,Prime Vendor,WB MASON CO INC,N/A,Non-M/WBE,No ,No ,Police Department,SUPPLIES + MATERIALS - GENERAL,DO105620239951062,,1,,,,,,,,,,,1500392/4187011,85715B0227001R001
Registered,Expense,Prime Vendor,AGRI SALES USA INC,N/A,Non-M/WBE,No ,No ,Police Department,SUPPLIES + MATERIALS - GENERAL,DO105620239951052,,1,,,,,,,,,,,1800026/3987034,1800026
Registered,Expense,Prime Vendor,WB MASON CO INC,N/A,Non-M/WBE,No ,No ,Police Department,SUPPLIES + MATERIALS - GENERAL,DO105620239951061,,1,,,,,,,,,,,1500392/4187011,85715B0227001R001
Registered,Expense,Prime Vendor,TEAM HENDEL PRODUCTS LLC,N/A,Non-M/WBE,No ,No ,Police Department,DONAT PAT INMATE & DISCHG PRIS,DO105620239951065,,1,,,,,,,,,,,,85722B0192001
Registered,Expense,Prime Vendor,WB MASON CO INC,N/A,Non-M/WBE,No ,No ,Police Department,SUPPLIES + MATERIALS - GENERAL,DO105620239951080,,1,,,,,,,,,,,1500392/4187011,85715B0227001R001
Registered,Expense,Prime Vendor,WB MASON CO INC,N/A,Non-M/WBE,No ,No ,Police Department,SUPPLIES + MATERIALS - GENERAL,DO105620239951083,,1,,,,,,,,,,,1500392/4187011,85715B0227001R001
Registered,Expense,Prime Vendor,WW GRAINGER INC,N/A,Non-M/WBE,No ,No ,Police Department,EQUIPMENT GENERAL,DO105620239951067,,1,,,,,,,,,,,1700175/3887224,85717B0183006
Registered,Expense,Prime Vendor,AGRI SALES USA INC,N/A,Non-M/WBE,No ,No ,Police Department,SUPPLIES + MATERIALS - GENERAL,DO105620239951054,,1,,,,,,,,,,,1800026/3987034,1800026
Registered,Expense,Prime Vendor,HM HALAL DISTRIBUTIONS INC,N/A,Non-M/WBE,No ,No ,Police Department,DONAT PAT INMATE & DISCHG PRIS,DO105620239951117,,1,,,,,,,,,,,,85722B0192004
Registered,Expense,Prime Vendor,WB MASON CO INC,N/A,Non-M/WBE,No ,No ,Police Department,SUPPLIES + MATERIALS - GENERAL,DO105620239951081,,1,,,,,,,,,,,1500392/4187011,85715B0227001R001
Registered,Expense,Prime Vendor,FASTENAL COMPANY,N/A,Non-M/WBE,No ,No ,Police Department,SUPPLIES + MATERIALS - GENERAL,DO105620239951064,,1,,,,,,,,,,,1700175/3887225,85717B0183004
Registered,Expense,Prime Vendor,FASTENAL COMPANY,N/A,Non-M/WBE,No ,No ,Police Department,SUPPLIES + MATERIALS - GENERAL,DO105620239951051,,1,,,,,,,,,,,1700175/3887225,85717B0183004
Registered,Expense,Prime Vendor,WW GRAINGER INC,N/A,Non-M/WBE,No ,No ,Police Department,EQUIPMENT GENERAL,DO105620239951073,,1,,,,,,,,,,,1700175/3887224,85717B0183006
Registered,Expense,Prime Vendor,WW GRAINGER INC,N/A,Non-M/WBE,No ,No ,Police Department,EQUIPMENT GENERAL,DO105620239951058,,1,,,,,,,,,,,1700175/3887224,85717B0183006
Registered,Expense,Prime Vendor,SID TOOL CO INC,N/A,Non-M/WBE,No ,No ,Police Department,EQUIPMENT GENERAL,DO105620239951120,,1,,,,,,,,,,,1700175/3887218,85717B0183003
Registered,Expense,Prime Vendor,American Grill Inc,N/A,Hispanic American,No ,No ,Police Department,DONAT PAT INMATE & DISCHG PRIS,DO105620239951116,,1,,,,,,,,,,,,85722B0192002
Registered,Expense,Prime Vendor,ARGENT ASSOCIATES INC,N/A,Hispanic American,Yes,No ,Police Department,EQUIPMENT GENERAL,DO105620239951053,,1,,,,,,,,,,,1700175/3887211,85717B0183002
Registered,Expense,Prime Vendor,WW GRAINGER INC,N/A,Non-M/WBE,No ,No ,Police Department,EQUIPMENT GENERAL,DO105620239951119,,1,,,,,,,,,,,1700175/3887224,85717B0183006
Registered,Expense,Prime Vendor,WW GRAINGER INC,N/A,Non-M/WBE,No ,No ,Police Department,EQUIPMENT GENERAL,DO105620239951115,,1,,,,,,,,,,,1700175/3887224,85717B0183006
Registered,Expense,Prime Vendor,WB MASON CO INC,N/A,Non-M/WBE,No ,No ,Police Department,SUPPLIES + MATERIALS - GENERAL,DO105620239951038,,1,,,,,,,,,,,1500392/4187011,85715B0227001R001
Registered,Expense,Prime Vendor,AGRI SALES USA INC,N/A,Non-M/WBE,No ,No ,Police Department,SUPPLIES + MATERIALS - GENERAL,DO105620239951035,,1,,,,,,,,,,,1800026/3987034,1800026
Registered,Expense,Prime Vendor,B & F ELECTRIC MOTORS INC,N/A,Non-M/WBE,No ,No ,Police Department,MAINTENANCE SUPPLIES,DO105620239950988,,1,,,,,,,,,,,1700175/3887226,85717B0183005
Registered,Expense,Prime Vendor,B & F ELECTRIC MOTORS INC,N/A,Non-M/WBE,No ,No ,Police Department,MAINTENANCE SUPPLIES,DO105620239950989,,1,,,,,,,,,,,1700175/3887226,85717B0183005
Registered,Expense,Prime Vendor,AGRI SALES USA INC,N/A,Non-M/WBE,No ,No ,Police Department,SUPPLIES + MATERIALS - GENERAL,DO105620239950991,,1,,,,,,,,,,,1800026/3987034,1800026
Registered,Expense,Prime Vendor,AGRI SALES USA INC,N/A,Non-M/WBE,No ,No ,Police Department,SUPPLIES + MATERIALS - GENERAL,DO105620239951037,,1,,,,,,,,,,,1800026/3987034,1800026
Registered,Expense,Prime Vendor,B & F ELECTRIC MOTORS INC,N/A,Non-M/WBE,No ,No ,Police Department,MAINTENANCE SUPPLIES,DO105620239950986,,1,,,,,,,,,,,1700175/3887226,85717B0183005
Registered,Expense,Prime Vendor,WW GRAINGER INC,N/A,Non-M/WBE,No ,No ,Police Department,MAINTENANCE SUPPLIES,DO105620239950987,,1,,,,,,,,,,,1700175/3887224,85717B0183006
Registered,Expense,Prime Vendor,SID TOOL CO INC,N/A,Non-M/WBE,No ,No ,Police Department,EQUIPMENT GENERAL,DO105620239950994,,1,,,,,,,,,,,1700175/3887218,85717B0183003
Registered,Expense,Prime Vendor,WW GRAINGER INC,N/A,Non-M/WBE,No ,No ,Police Department,MAINTENANCE SUPPLIES,DO105620239950985,,1,,,,,,,,,,,1700175/3887224,85717B0183006
Registered,Expense,Prime Vendor,AIRLITE AMERICA LLC,N/A,Non-M/WBE,No ,No ,Police Department,SUPPLIES + MATERIALS - GENERAL,DO105620239950993,,1,,,,,,,,,,,1800026/3887137,85718B0027001
Registered,Expense,Prime Vendor,AIRLITE AMERICA LLC,N/A,Non-M/WBE,No ,No ,Police Department,SUPPLIES + MATERIALS - GENERAL,DO105620239950992,,1,,,,,,,,,,,1800026/3887137,85718B0027001
Registered,Expense,Prime Vendor,WB MASON CO INC,N/A,Non-M/WBE,No ,No ,Police Department,SUPPLIES + MATERIALS - GENERAL,DO105620239950922,,1,,,,,,,,,,,1500392/4187011,85715B0227001R001
Registered,Expense,Prime Vendor,Feldman Lumber-US LBM  LLC,N/A,Non-M/WBE,No ,No ,Police Department,MAINTENANCE SUPPLIES,DO105620239950920,,1,,,,,,,,,,,1800070/3987098,85718B0079001
Registered,Expense,Prime Vendor,WB MASON CO INC,N/A,Non-M/WBE,No ,No ,Police Department,SUPPLIES + MATERIALS - GENERAL,DO105620239950921,,1,,,,,,,,,,,1500392/4187011,85715B0227001R001
Registered,Expense,Prime Vendor,WB MASON CO INC,N/A,Non-M/WBE,No ,No ,Police Department,SUPPLIES + MATERIALS - GENERAL,DO105620239950923,,1,,,,,,,,,,,1500392/4187011,85715B0227001R001
Registered,Expense,Prime Vendor,WW GRAINGER INC,N/A,Non-M/WBE,No ,No ,Police Department,SUPPLIES + MATERIALS - GENERAL,DO105620239950861,,1,,,,,,,,,,,1700175/3887224,85717B0183006
Registered,Expense,Prime Vendor,SID TOOL CO INC,N/A,Non-M/WBE,No ,No ,Police Department,SUPPLIES + MATERIALS - GENERAL,DO105620239950891,,1,,,,,,,,,,,1700175/3887218,85717B0183003
Registered,Expense,Prime Vendor,WW GRAINGER INC,N/A,Non-M/WBE,No ,No ,Police Department,SUPPLIES + MATERIALS - GENERAL,DO105620239950894,,1,,,,,,,,,,,1700175/3887224,85717B0183006
Registered,Expense,Prime Vendor,SID TOOL CO INC,N/A,Non-M/WBE,No ,No ,Police Department,SUPPLIES + MATERIALS - GENERAL,DO105620239950888,,1,,,,,,,,,,,1700175/3887218,85717B0183003
Registered,Expense,Prime Vendor,WW GRAINGER INC,N/A,Non-M/WBE,No ,No ,Police Department,EQUIPMENT GENERAL,DO105620239950890,,1,,,,,,,,,,,1700175/3887224,85717B0183006
Registered,Expense,Prime Vendor,WW GRAINGER INC,N/A,Non-M/WBE,No ,No ,Police Department,MAINTENANCE SUPPLIES,DO105620239950895,,1,,,,,,,,,,,1700175/3887224,85717B0183006
Registered,Expense,Prime Vendor,WB MASON CO INC,N/A,Non-M/WBE,No ,No ,Police Department,SUPPLIES + MATERIALS - GENERAL,DO105620239950889,,1,,,,,,,,,,,1500392/4187011,85715B0227001R001
Registered,Expense,Prime Vendor,WB MASON CO INC,N/A,Non-M/WBE,No ,No ,Police Department,SUPPLIES + MATERIALS - GENERAL,DO105620239950893,,1,,,,,,,,,,,1500392/4187011,85715B0227001R001
Registered,Expense,Prime Vendor,WW GRAINGER INC,N/A,Non-M/WBE,No ,No ,Police Department,SUPPLIES + MATERIALS - GENERAL,DO105620239950896,,1,,,,,,,,,,,1700175/3887224,85717B0183006
Registered,Expense,Prime Vendor,SID TOOL CO INC,N/A,Non-M/WBE,No ,No ,Police Department,SUPPLIES + MATERIALS - GENERAL,DO105620239950897,,1,,,,,,,,,,,1700175/3887218,85717B0183003
Registered,Expense,Prime Vendor,FASTENAL COMPANY,N/A,Non-M/WBE,No ,No ,Police Department,SUPPLIES + MATERIALS - GENERAL,DO105620239950785,,1,,,,,,,,,,,1700175/3887225,85717B0183004
Registered,Expense,Prime Vendor,American Grill Inc,N/A,Hispanic American,No ,No ,Police Department,DONAT PAT INMATE & DISCHG PRIS,DO105620239950757,,1,,,,,,,,,,,,85722B0192002
Registered,Expense,Prime Vendor,American Grill Inc,N/A,Hispanic American,No ,No ,Police Department,DONAT PAT INMATE & DISCHG PRIS,DO105620239950800,,1,,,,,,,,,,,,85722B0192002
Registered,Expense,Prime Vendor,American Grill Inc,N/A,Hispanic American,No ,No ,Police Department,DONAT PAT INMATE & DISCHG PRIS,DO105620239950758,,1,,,,,,,,,,,,85722B0192002
Registered,Expense,Prime Vendor,JGL INTERBORO FOOD CORP,N/A,Non-M/WBE,No ,No ,Police Department,DONAT PAT INMATE & DISCHG PRIS,DO105620239950787,,1,,,,,,,,,,,,85722B0192003
Registered,Expense,Prime Vendor,WB MASON CO INC,N/A,Non-M/WBE,No ,No ,Police Department,SUPPLIES + MATERIALS - GENERAL,DO105620239950784,,1,,,,,,,,,,,1500392/4187011,85715B0227001R001
Registered,Expense,Prime Vendor,WB MASON CO INC,N/A,Non-M/WBE,No ,No ,Police Department,SUPPLIES + MATERIALS - GENERAL,DO105620239950786,,1,,,,,,,,,,,1500392/4187011,85715B0227001R001
Registered,Expense,Prime Vendor,HM HALAL DISTRIBUTIONS INC,N/A,Non-M/WBE,No ,No ,Police Department,DONAT PAT INMATE & DISCHG PRIS,DO105620239950704,,1,,,,,,,,,,,,85722B0192004
Registered,Expense,Prime Vendor,SID TOOL CO INC,N/A,Non-M/WBE,No ,No ,Police Department,EQUIPMENT GENERAL,DO105620239950672,,1,,,,,,,,,,,1700175/3887218,85717B0183003
Registered,Expense,Prime Vendor,WW GRAINGER INC,N/A,Non-M/WBE,No ,No ,Police Department,EQUIPMENT GENERAL  SUPPLIES + MATERIALS - GENERAL,DO105620239950686,,1,,,,,,,,,,,1700175/3887224,85717B0183006
Registered,Expense,Prime Vendor,WB MASON CO INC,N/A,Non-M/WBE,No ,No ,Police Department,SUPPLIES + MATERIALS - GENERAL,DO105620239950673,,1,,,,,,,,,,,1500392/4187011,85715B0227001R001
Registered,Expense,Prime Vendor,WW GRAINGER INC,N/A,Non-M/WBE,No ,No ,Police Department,MAINTENANCE SUPPLIES,DO105620239950671,,1,,,,,,,,,,,1700175/3887224,85717B0183006
Registered,Expense,Prime Vendor,American Grill Inc,N/A,Hispanic American,No ,No ,Police Department,DONAT PAT INMATE & DISCHG PRIS,DO105620239950675,,1,,,,,,,,,,,,85722B0192002
Registered,Expense,Prime Vendor,WW GRAINGER INC,N/A,Non-M/WBE,No ,No ,Police Department,EQUIPMENT GENERAL,DO105620239950703,,1,,,,,,,,,,,1700175/3887224,85717B0183006
Registered,Expense,Prime Vendor,American Grill Inc,N/A,Hispanic American,No ,No ,Police Department,DONAT PAT INMATE & DISCHG PRIS,DO105620239950669,,1,,,,,,,,,,,,85722B0192002
Registered,Expense,Prime Vendor,WB MASON CO INC,N/A,Non-M/WBE,No ,No ,Police Department,SUPPLIES + MATERIALS - GENERAL,DO105620239950674,,1,,,,,,,,,,,1500392/4187011,85715B0227001R001
Registered,Expense,Prime Vendor,HM HALAL DISTRIBUTIONS INC,N/A,Non-M/WBE,No ,No ,Police Department,DONAT PAT INMATE & DISCHG PRIS,DO105620239950670,,1,,,,,,,,,,,,85722B0192004
Registered,Expense,Prime Vendor,WB MASON CO INC,N/A,Non-M/WBE,No ,No ,Police Department,EQUIPMENT GENERAL,DO105620239950554,,1,,,,,,,,,,,1500392/4187011,85715B0227001R001
Registered,Expense,Prime Vendor,WW GRAINGER INC,N/A,Non-M/WBE,No ,No ,Police Department,EQUIPMENT GENERAL,DO105620239950552,,1,,,,,,,,,,,1700175/3887224,85717B0183006
Registered,Expense,Prime Vendor,WB MASON CO INC,N/A,Non-M/WBE,No ,No ,Police Department,SUPPLIES + MATERIALS - GENERAL,DO105620239950577,,1,,,,,,,,,,,1500392/4187011,85715B0227001R001
Registered,Expense,Prime Vendor,WB MASON CO INC,N/A,Non-M/WBE,No ,No ,Police Department,EQUIPMENT GENERAL,DO105620239950580,,1,,,,,,,,,,,1500392/4187011,85715B0227001R001
Registered,Expense,Prime Vendor,FASTENAL COMPANY,N/A,Non-M/WBE,No ,No ,Police Department,MAINTENANCE SUPPLIES,DO105620239950582,,1,,,,,,,,,,,1700175/3887225,85717B0183004
Registered,Expense,Prime Vendor,TAVA PRODUCTS LLC,N/A,Non-M/WBE,No ,No ,Police Department,SUPPLIES + MATERIALS - GENERAL,DO105620239950553,,1,,,,,,,,,,,1700175/3887203,85717B0183001
Registered,Expense,Prime Vendor,TEAM HENDEL PRODUCTS LLC,N/A,Non-M/WBE,No ,No ,Police Department,DONAT PAT INMATE & DISCHG PRIS,DO105620239950581,,1,,,,,,,,,,,,85722B0192001
Registered,Expense,Prime Vendor,WB MASON CO INC,N/A,Non-M/WBE,No ,No ,Police Department,SUPPLIES + MATERIALS - GENERAL,DO105620239950588,,1,,,,,,,,,,,1500392/4187011,85715B0227001R001
Registered,Expense,Prime Vendor,WW GRAINGER INC,N/A,Non-M/WBE,No ,No ,Police Department,SUPPLIES + MATERIALS - GENERAL,DO105620239950583,,1,,,,,,,,,,,1700175/3887224,85717B0183006
Registered,Expense,Prime Vendor,B & F ELECTRIC MOTORS INC,N/A,Non-M/WBE,No ,No ,Police Department,MAINTENANCE SUPPLIES,DO105620239950578,,1,,,,,,,,,,,1700175/3887226,85717B0183005
Registered,Expense,Prime Vendor,B & F ELECTRIC MOTORS INC,N/A,Non-M/WBE,No ,No ,Police Department,MAINTENANCE SUPPLIES,DO105620239950579,,1,,,,,,,,,,,1700175/3887226,85717B0183005
Registered,Expense,Prime Vendor,WW GRAINGER INC,N/A,Non-M/WBE,No ,No ,Police Department,SUPPLIES + MATERIALS - GENERAL,DO105620239950496,,1,,,,,,,,,,,1700175/3887224,85717B0183006
Registered,Expense,Prime Vendor,JGL INTERBORO FOOD CORP,N/A,Non-M/WBE,No ,No ,Police Department,DONAT PAT INMATE & DISCHG PRIS,DO105620239950510,,1,,,,,,,,,,,,85722B0192003
Registered,Expense,Prime Vendor,WB MASON CO INC,N/A,Non-M/WBE,No ,No ,Police Department,SUPPLIES + MATERIALS - GENERAL,DO105620239950477,,1,,,,,,,,,,,1500392/4187011,85715B0227001R001
Registered,Expense,Prime Vendor,HM HALAL DISTRIBUTIONS INC,N/A,Non-M/WBE,No ,No ,Police Department,DONAT PAT INMATE & DISCHG PRIS,DO105620239950497,,1,,,,,,,,,,,,85722B0192004
Registered,Expense,Prime Vendor,TEAM HENDEL PRODUCTS LLC,N/A,Non-M/WBE,No ,No ,Police Department,DONAT PAT INMATE & DISCHG PRIS,DO105620239950504,,1,,,,,,,,,,,,85722B0192001
Registered,Expense,Prime Vendor,WORLD WIDE TECHNOLOGY LLC,N/A,Non-M/WBE,No ,No ,Police Department,PURCH DATA PROCESSING EQUIPT,DO105620232003256,,1,,DCMB # 073-22-0055 CISCO CATALYST 9400 MODULES,,,,,,,,,,85822O0002001
Registered,Expense,Prime Vendor,American Grill Inc,N/A,Hispanic American,No ,No ,Police Department,DONAT PAT INMATE & DISCHG PRIS,DO105620239950380,,1,,,,,,,,,,,,85722B0192002
Registered,Expense,Prime Vendor,WB MASON CO INC,N/A,Non-M/WBE,No ,No ,Police Department,SUPPLIES + MATERIALS - GENERAL,DO105620239950381,,1,,,,,,,,,,,1500392/4187011,85715B0227001R001
Registered,Expense,Prime Vendor,WW GRAINGER INC,N/A,Non-M/WBE,No ,No ,Police Department,EQUIPMENT GENERAL,DO105620239950294,,1,,,,,,,,,,,1700175/3887224,85717B0183006
Registered,Expense,Prime Vendor,WB MASON CO INC,N/A,Non-M/WBE,No ,No ,Police Department,SUPPLIES + MATERIALS - GENERAL,DO105620239950293,,1,,,,,,,,,,,1500392/4187011,85715B0227001R001
Registered,Expense,Prime Vendor,WB MASON CO INC,N/A,Non-M/WBE,No ,No ,Police Department,SUPPLIES + MATERIALS - GENERAL,DO105620239950292,,1,,,,,,,,,,,1500392/4187011,85715B0227001R001
Registered,Expense,Prime Vendor,WB MASON CO INC,N/A,Non-M/WBE,No ,No ,Police Department,SUPPLIES + MATERIALS - GENERAL,DO105620239950196,,1,,,,,,,,,,,1500392/4187011,85715B0227001R001
Registered,Expense,Prime Vendor,WB MASON CO INC,N/A,Non-M/WBE,No ,No ,Police Department,SUPPLIES + MATERIALS - GENERAL,DO105620239950242,,1,,,,,,,,,,,1500392/4187011,85715B0227001R001
Registered,Expense,Prime Vendor,B & F ELECTRIC MOTORS INC,N/A,Non-M/WBE,No ,No ,Police Department,EQUIPMENT GENERAL,DO105620239950203,,1,,,,,,,,,,,1700175/3887226,85717B0183005
Registered,Expense,Prime Vendor,AGRI SALES USA INC,N/A,Non-M/WBE,No ,No ,Police Department,SUPPLIES + MATERIALS - GENERAL,DO105620239950211,,1,,,,,,,,,,,1800026/3987034,1800026
Registered,Expense,Prime Vendor,WB MASON CO INC,N/A,Non-M/WBE,No ,No ,Police Department,SUPPLIES + MATERIALS - GENERAL,DO105620239950202,,1,,,,,,,,,,,1500392/4187011,85715B0227001R001
Registered,Expense,Prime Vendor,WB MASON CO INC,N/A,Non-M/WBE,No ,No ,Police Department,SUPPLIES + MATERIALS - GENERAL,DO105620239950198,,1,,,,,,,,,,,1500392/4187011,85715B0227001R001
Registered,Expense,Prime Vendor,WW GRAINGER INC,N/A,Non-M/WBE,No ,No ,Police Department,EQUIPMENT GENERAL,DO105620239950243,,1,,,,,,,,,,,1700175/3887224,85717B0183006
Registered,Expense,Prime Vendor,WB MASON CO INC,N/A,Non-M/WBE,No ,No ,Police Department,SUPPLIES + MATERIALS - GENERAL,DO105620239950200,,1,,,,,,,,,,,1500392/4187011,85715B0227001R001
Registered,Expense,Prime Vendor,WB MASON CO INC,N/A,Non-M/WBE,No ,No ,Police Department,SUPPLIES + MATERIALS - GENERAL,DO105620239950195,,1,,,,,,,,,,,1500392/4187011,85715B0227001R001
Registered,Expense,Prime Vendor,WB MASON CO INC,N/A,Non-M/WBE,No ,No ,Police Department,SUPPLIES + MATERIALS - GENERAL,DO105620239950201,,1,,,,,,,,,,,1500392/4187011,85715B0227001R001
Registered,Expense,Prime Vendor,WW GRAINGER INC,N/A,Non-M/WBE,No ,No ,Police Department,EQUIPMENT GENERAL,DO105620239950264,,1,,,,,,,,,,,1700175/3887224,85717B0183006
Registered,Expense,Prime Vendor,WB MASON CO INC,N/A,Non-M/WBE,No ,No ,Police Department,SUPPLIES + MATERIALS - GENERAL,DO105620239950256,,1,,,,,,,,,,,1500392/4187011,85715B0227001R001
Registered,Expense,Prime Vendor,WB MASON CO INC,N/A,Non-M/WBE,No ,No ,Police Department,SUPPLIES + MATERIALS - GENERAL,DO105620239950259,,1,,,,,,,,,,,1500392/4187011,85715B0227001R001
Registered,Expense,Prime Vendor,SID TOOL CO INC,N/A,Non-M/WBE,No ,No ,Police Department,EQUIPMENT GENERAL,DO105620239950210,,1,,,,,,,,,,,1700175/3887218,85717B0183003
Registered,Expense,Prime Vendor,AGRI SALES USA INC,N/A,Non-M/WBE,No ,No ,Police Department,SUPPLIES + MATERIALS - GENERAL,DO105620239950209,,1,,,,,,,,,,,1800026/3987034,1800026
Registered,Expense,Prime Vendor,AGRI SALES USA INC,N/A,Non-M/WBE,No ,No ,Police Department,SUPPLIES + MATERIALS - GENERAL,DO105620239950197,,1,,,,,,,,,,,1800026/3987034,1800026
Registered,Expense,Prime Vendor,WB MASON CO INC,N/A,Non-M/WBE,No ,No ,Police Department,SUPPLIES + MATERIALS - GENERAL,DO105620239950199,,1,,,,,,,,,,,1500392/4187011,85715B0227001R001
Registered,Expense,Prime Vendor,WB MASON CO INC,N/A,Non-M/WBE,No ,No ,Police Department,SUPPLIES + MATERIALS - GENERAL,DO105620239950140,,1,,,,,,,,,,,1500392/4187011,85715B0227001R001
Registered,Expense,Prime Vendor,WB MASON CO INC,N/A,Non-M/WBE,No ,No ,Police Department,SUPPLIES + MATERIALS - GENERAL,DO105620239950151,,1,,,,,,,,,,,1500392/4187011,85715B0227001R001
Registered,Expense,Prime Vendor,WW GRAINGER INC,N/A,Non-M/WBE,No ,No ,Police Department,EQUIPMENT GENERAL,DO105620239950138,,1,,,,,,,,,,,1700175/3887224,85717B0183006
Registered,Expense,Prime Vendor,FASTENAL COMPANY,N/A,Non-M/WBE,No ,No ,Police Department,MAINTENANCE SUPPLIES,DO105620239950147,,1,,,,,,,,,,,1700175/3887225,85717B0183004
